expenditure_date,payee_name,address,payee_type,amount,committee_name,expense_category,expense_purpose,expense_toward,expense_method,vendor,fundtype,comments
1/31/22,Brown  Anthony Friends Of,12511 Woodbridge Ct  Bowie  Maryland 20721,Candidate Committee,3000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
1/31/22,Neimeyer  Carl Citizens for,1521 Ritchie Hwy  Box 9688  Arnold  Maryland 21012,Candidate Committee,6000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
6/12/22,Clarion Inn,5400 Holiday Drive  Frederick  Maryland 21703,Business/Group/Organization,251.3,Kerr  Ken Friends of,Fund Raiser,Fundraiser - Food & Beverage,NA,Debit Card,NA,Electoral,NA
5/4/22,Pittman  Steuart Friends of,1387 Cumberstone Rd.  PO Box 1  West River  Maryland 20778,Candidate Committee,5000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
5/4/22,Braveboy  Aisha Friends Of,8412 Allentown Road  Ft. Washington  Maryland 20744,Candidate Committee,2500,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
5/4/22,Democratic State Central Committee Of Maryland,275 West Street  Suite 70  Annapolis  Maryland 21401,Party Central,5000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
5/26/22,Elfreth  Sarah Friends of,107 Arnold Overlook Lane  Arnold  Maryland 21012,Candidate Committee,4000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
5/26/22,Barnes  Ben Friends Of,10 E Hamburg Street  Baltimore  Maryland 21230,Candidate Committee,2500,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
5/26/22,Smith  Stephanie Friends of,4300 Walther Ave  Apt 1  Baltimore  Maryland 21214,Candidate Committee,2000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
5/26/22,Charkoudian  Lorig Friends of,316 Tulip Ave  Takoma Park  Maryland 20912,Candidate Committee,1000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
5/26/22,Augustine  Malcolm Friends of,PO Box 272  Bladensburg  Maryland 20710,Candidate Committee,3000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
5/26/22,Beidle  Pam Friends of,P O Box 397  Linthicum  Maryland 21090,Candidate Committee,2000,Greater DE Carpenters PEC,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Contribution
6/13/22,AMAZON.COM Services Inc,410 Terry Ave  Seattle  Washington 98109-5210,Business/Group/Organization,84.56,Kerr  Ken Friends of,Printing and Campaign Materials,Printing - Copies,NA,Debit Card,NA,Electoral,NA
6/10/22,Blue Nation Strategies,5900 Harwick Road  Bethesda  Maryland 20816,Business/Group/Organization,6267.35,Kerr  Ken Friends of,Direct Mailing by Mail House (R),Mailing Service,NA,Check,NA,Electoral,NA
6/14/22,Independent News Media,P.O. Box 1385  Salisbury  Maryland 21802,Business/Group/Organization,344,Carozza  Mary Beth Friends of,Printing and Campaign Materials,Newspaper,NA,Debit Card,NA,Electoral,NA
6/23/22,Sunoco,9923 Old Ocean City Road  Berlin  Maryland 21811,Business/Group/Organization,43.08,Carozza  Mary Beth Friends of,Field Expenses,Meeting Expenses,NA,Debit Card,NA,Electoral,NA
6/29/22,Verizon Wireless,PO Box 25505  Lehigh Valley  Pennsylvania 18002,Business/Group/Organization,261.57,Carozza  Mary Beth Friends of,Rent and Other Office expenses,Utilities - Phone / Cell Phone,NA,EFT,NA,Electoral,NA
6/16/22,Delmarva Chorus,39 Boston Drive  Ocean Pines  Maryland 21811,Business/Group/Organization,40,Carozza  Mary Beth Friends of,Printing and Campaign Materials,Book/Brochure Advertising,NA,Check,NA,Electoral,NA
6/28/22,New Wave,9724 Stephen Decatur Hwy  Ocean City  Maryland 21842,Business/Group/Organization,1009.92,Carozza  Mary Beth Friends of,Printing and Campaign Materials,Printing Give away items (buttons bumper stickers t-shirts),NA,Check,NA,Electoral,NA
6/26/22,Nationbuilder,520 S. Grand Ave  Los Angeles  California 90071,Business/Group/Organization,72.8,Carozza  Mary Beth Friends of,Other Expenses,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/17/22,BlueWest Media,5130 East 18th Avenue  Denver  Colorado 80220,Business/Group/Organization,130000,PAC for the People,Media,TV,John King - SUPPORT,Wire Transfer,NA,Electoral,NA
6/9/22,Vantiv,"8500 Governor""s Hill Drive  Symmes Township  Ohio 45249",Business/Group/Organization,7.22,PAC for the People,Other Expenses,Credit Card Service Processing Charges,NA,Electronic Check,NA,Electoral,NA
6/22/22,ESK Strategies,2425 L Street NW  #839  Washington  District Of Columbia 20037,Business/Group/Organization,7436,PAC for the People,Media,Online Advertising,John King - SUPPORT,Electronic Check,NA,Electoral,NA
6/23/22,1022 Strategies  LLC,311 Elm Street NW  Washington  District Of Columbia 20001,Business/Group/Organization,31999.15,PAC for the People,Media,Online Advertising,John King - SUPPORT,Electronic Check,Meta,Inc.,Electoral
6/23/22,1022 Strategies  LLC,311 Elm Street NW  Washington  District Of Columbia 20001,Business/Group/Organization,200,PAC for the People,Rent and Other Office expenses,IT - Campaign Software,NA,Electronic Check,Apollo Artistry,Electoral,NA
6/23/22,1022 Strategies  LLC,311 Elm Street NW  Washington  District Of Columbia 20001,Business/Group/Organization,65.68,PAC for the People,Rent and Other Office expenses,IT - Campaign Software,NA,Electronic Check,Google,Inc.,Electoral
6/23/22,1022 Strategies  LLC,311 Elm Street NW  Washington  District Of Columbia 20001,Business/Group/Organization,40,PAC for the People,Postage,Postage,NA,Electronic Check,PostScan,Electoral,NA
6/23/22,Gritty Strategies  LLC,P.O. Box 15174  Washington  District Of Columbia 20003,Business/Group/Organization,5000,PAC for the People,Media,Consulting Fees - Media,John King - SUPPORT,Electronic Check,NA,Electoral,NA
6/24/22,BlueWest Media,5130 East 18th Avenue  Denver  Colorado 80220,Business/Group/Organization,45000,PAC for the People,Media,TV,John King - SUPPORT,Electronic Check,NA,Electoral,NA
6/24/22,Amalgamated Bank,1825 K Street NW  Washington  District Of Columbia 20006,Business/Group/Organization,15.25,PAC for the People,Other Expenses,Bank Charges,NA,Electronic Check,NA,Electoral,NA
6/14/22,IRELAND FOR COMISSIONER,135 W Dares Beach Road  Prince Frederick  Maryland 20678,Business/Group/Organization,115.3,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Other Expenses,Other,NA,Electronic Check,NA,Electoral,Donation
6/10/22,Blackstone Digital,135 W Dares Beach Road  Prince Frederick  Maryland 20678,Business/Group/Organization,3000,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,Radio,NA,Electronic Check,NA,Electoral,NA
6/14/22,CLIPPER MAGAZINE,3708 Hempland Road  Mountville  Pennsylvania 17554,Business/Group/Organization,434.28,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Media,Book/Brochure Advertising,NA,Electronic Check,NA,Electoral,NA
6/17/22,CONSTANT CONTACT,3675 Precision Drive  Loveland  Colorado 80538,Business/Group/Organization,74.2,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Rent and Other Office expenses,IT - Campaign Software,NA,Electronic Check,NA,Electoral,NA
6/28/22,jim's tool and party rental llc,470 solomons island road n  prince frederick  Maryland 20678,Business/Group/Organization,106,McDowell  (Patrick) Dave Committee To Elect  Sheriff,Other Expenses,Billboards / Outdoor Advertising,NA,Electronic Check,NA,Electoral,NA
6/8/22,Rice Consulting  LLC,17 West Courtland Street Ste 210  Bel Air  Maryland 21014,Business/Group/Organization,6752.63,Davis  Dereck Friends Of,Fund Raiser,Consulting Fees - General,NA,Check,NA,Electoral,NA
6/22/22,Davis  Derrick Leon Friends Of,700 Quarry Avenue  Capitol Heights  Maryland 20743,Candidate Committee,3000,Davis  Dereck Friends Of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/15/22,Smith  Denise Friends of,5801 Rocky Trail Way  Upper Marlboro  Maryland 20772,Candidate Committee,1500,Davis  Dereck Friends Of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/15/22,Atterbeary  Vanessa Committee to Elect,7532-2 Morris Street  Fulton  Maryland 20759,Candidate Committee,3500,Davis  Dereck Friends Of,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/27/22,Howard County Democratic Central Committee,5011 Green Moutnain Circle  Unit 6  Columbia  Maryland 21044,Party Central,250,Democratic State Central Committee Of Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Transfer
6/8/22,Calvert County Democratic Central Committee,821 Willow Way  Prince Frederick  Maryland 20678,Party Central,500,Democratic State Central Committee Of Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,Transfer
6/17/22,Democratic State Central Committee Of MD,275 West St  Ste 70  Annapolis  Maryland 21401,Federal Committee,11796.26,Democratic State Central Committee Of Maryland,Other Expenses,Other,NA,Check,NA,Administrative,FEC allocation transfer to federal account for non fed portion of administrative expenses i.e. office over overhead  allocated staff expenses and other administrative expenses.
6/21/22,Democratic State Central Committee Of MD,275 West St  Ste 70  Annapolis  Maryland 21401,Federal Committee,32325.18,Democratic State Central Committee Of Maryland,Other Expenses,Other,NA,Check,NA,Administrative,FEC allocation transfer to federal account for non-fed portion of fundraising expenses based on the FEC's funds received method of determining non-fed/fed split for fundraising expenses.
6/16/22,Office Catering,1795 Olive St  Capitol Heights  Maryland 20743,Business/Group/Organization,2133.15,Democratic State Central Committee Of Maryland,Other Expenses,Meeting Expenses,NA,Check,NA,Administrative,Catering for State DSCC Meeting
6/9/22,Vantiv  LLC,8500 Governors Hill Dr  Symmes Twp  Ohio 45249,Business/Group/Organization,234.15,Democratic State Central Committee Of Maryland,Fund Raiser,Credit Card Service Processing Charges,NA,Check,NA,Administrative,Merchant service fees
6/15/22,McKay  Mike Citizens to Elect,14413  Servicemaster Lane  Cumberland  Maryland 21502,Candidate Committee,500,Farm Bureau PAC  Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/15/22,Mason (Jonathan) for Maryland,5 Willowdale Dr. Unit B13  Frederick  Maryland 21702,Candidate Committee,1500,Farm Bureau PAC  Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/15/22,Folden  William Citizens for,11703 Woodland Way Road  Myersville  Maryland 21773,Candidate Committee,500,Farm Bureau PAC  Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/15/22,Salling   Johnny Ray Friends of,504 Barrington Court  Joppa  Maryland 21085,Candidate Committee,500,Farm Bureau PAC  Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/15/22,Klausmeier  Kathy Friends Of,2922 Fleetwood Avenue  Baltimore  Maryland 21214,Candidate Committee,500,Farm Bureau PAC  Maryland,Transfers Out to Other Maryland Treasurers,Transfer to MD Registered political Committees,NA,Check,NA,Electoral,NA
6/9/22,Vantiv,8500 Governors Hill Dr  Symmes Twp  Ohio 45249,Business/Group/Organization,323.27,Scott  Brandon M. People for,Fund Raiser,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/11/22,Potomac Pizza,9709 Traville Gateway Drive  North Potomac  Maryland 20850,Business/Group/Organization,35.38,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,Debit Card,NA,Electoral,NA
6/21/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,35.82,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/27/22,Amazon,410 North Terry Ave  Seattle  Washington 98109,Business/Group/Organization,38.15,Ali  Saqib Friends of,Rent and Other Office expenses,Office Supplies,NA,Debit Card,NA,Electoral,NA
6/27/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,44.66,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/20/22,NA,NA,Reimburse,46.12,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,EFT,Wegman's,Electoral,Volunteer Meals - Reimbursement
6/27/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,46.64,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/21/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,47.36,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/23/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,47.41,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/11/22,Potomac Pizza,9709 Traville Gateway Drive  North Potomac  Maryland 20850,Business/Group/Organization,48.04,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,Debit Card,NA,Electoral,NA
6/19/22,Firehouse Subs,28 Upper Rock Circle  Rockville  Maryland 20850,Business/Group/Organization,48.17,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,Debit Card,NA,Electoral,NA
6/20/22,Jacob Frias,NA,Individual,50,Ali  Saqib Friends of,Salaries and Other compensation,Wages - Campaign Staff,NA,EFT,NA,Electoral,NA
6/20/22,Hanya Shahzad,NA,Individual,50,Ali  Saqib Friends of,Salaries and Other compensation,Wages - Campaign Staff,NA,EFT,NA,Electoral,NA
6/20/22,Naba Syed,NA,Individual,50,Ali  Saqib Friends of,Salaries and Other compensation,Wages - Campaign Staff,NA,EFT,NA,Electoral,NA
6/9/22,Adam Morrar,NA,Individual,50,Ali  Saqib Friends of,Salaries and Other compensation,Wages - Campaign Staff,NA,EFT,NA,Electoral,NA
7/3/22,Noodles&Co,177 Kentlands Blvd  Gaithersburg  Maryland 20878,Business/Group/Organization,51.52,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,Debit Card,NA,Electoral,NA
6/30/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,57.47,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
7/1/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,57.9,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/27/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,59.24,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/12/22,Ledo Pizza,10058 Darnestown Rd  North Potomac  Maryland 20850,Business/Group/Organization,61.45,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,Debit Card,NA,Electoral,NA
6/25/22,Shake Shack,7997 Tuckerman Lane  Potomac  Maryland 20854,Business/Group/Organization,62.52,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,Debit Card,NA,Electoral,NA
6/29/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,64.85,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/28/22,Meta,1 Hacker Way  Menlo Park  California 94025,Business/Group/Organization,65.71,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/18/22,SZECHUAN PALACE,12137 Darnestown Rd  Gaithersburg  Maryland 20878,Business/Group/Organization,70,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,Debit Card,NA,Electoral,NA
6/26/22,Ledo Pizza,10058 Darnestown Rd  North Potomac  Maryland 20850,Business/Group/Organization,81,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,Debit Card,NA,Electoral,NA
6/26/22,SZECHUAN PALACE,12137 Darnestown Rd  Gaithersburg  Maryland 20878,Business/Group/Organization,84,Ali  Saqib Friends of,Field Expenses,Volunteer Meals,NA,Debit Card,NA,Electoral,NA
6/28/22,USPS,618 Center Point Way  Gaithersburg  Maryland 20878,Business/Group/Organization,127.6,Ali  Saqib Friends of,Postage,Postage,NA,Debit Card,NA,Electoral,NA
7/3/22,Intuit,2700 Coast Ave  Mountain View  California 94043,Business/Group/Organization,145.22,Ali  Saqib Friends of,Media,Online Advertising,NA,Debit Card,NA,Electoral,NA
6/8/22,Vantiv,8500 Governor's Hill Drive  Symmes Township  Ohio 45249,Business/Group/Organization,160.88,Ali  Saqib Friends of,Fund Raiser,Credit Card Service Processing Charges,NA,EFT,NA,Electoral,NA
6/27/22,Adam Morrar,NA,Individual,200,Ali  Saqib Friends of,Salaries and Other compensation,Wages - Campaign Staff,NA,EFT,NA,Electoral,NA
6/15/22,Etsy,117 Prospect St  Brooklyn  New York 11201,Business/Group/Organization,296.8,Ali  Saqib Friends of,Postage,Postage,NA,Debit Card,NA,Electoral,NA
6/27/22,Etsy,117 Prospect St  Brooklyn  New York 11201,Business/Group/Organization,588.52,Ali  Saqib Friends of,Postage,Postage,NA,Debit Card,NA,Electoral,NA
