jurisdiction_code,county_name,poll_place_id,poll_name,poll_address1,city,state,zip,legislative_sub_district,legislative_district,congressional_district,judicial_circuit,appellate_circuit,councilmanic_district,election_district,building_type,college_nearby,college_name,is_early_voting_location,election_district_precinct
16,Montgomery,36466,Robert Frost Middle School,9201 Scott Drive,Rockville,MD,20850,NA,17,08,06,07,001,04,SCHOOL,NA,NA,NA,004-042
16,Montgomery,36457,Dr. Charles Drew Elementary School,1200 Swingingdale Drive,Silver Spring,MD,20905,NA,14,08,06,07,005,05,COMMUNITY CENTER,NA,NA,NA,005-001
16,Montgomery,36458,Greencastle Elementary School,13611 Robey Road,Silver Spring,MD,20904,NA,14,04,06,07,005,05,SCHOOL,NA,NA,NA,005-002
16,Montgomery,36528,Francis Scott Key Middle School,910 Schindler Drive,Silver Spring,MD,20903,NA,20,08,06,07,005,05,SCHOOL,NA,NA,NA,005-003
16,Montgomery,37211,Riderwood Village,3120 Gracefield Road,Silver Spring,MD,20904,NA,14,08,06,07,005,05,COMMUNITY CENTER,NA,NA,NA,005-004
16,Montgomery,37826,Burnt Mills Elementary School,415 Prelude Drive,Silver Spring,MD,20901,NA,20,08,06,07,005,05,SCHOOL,NA,NA,NA,005-005
16,Montgomery,37839,White Oak Middle School,12201 New Hampshire Avenue,Silver Spring,MD,20904,NA,20,08,06,07,005,05,SCHOOL,NA,NA,NA,005-006
16,Montgomery,36962,William Tyler Page Elementary School,13400 Tamarack Road,Silver Spring,MD,20904,NA,14,08,06,07,005,05,SCHOOL,NA,NA,NA,005-008
16,Montgomery,36529,Westover Elementary School,401 Hawkesbury Lane,Silver Spring,MD,20904,NA,14,08,06,07,005,05,SCHOOL,NA,NA,NA,005-009
16,Montgomery,36910,Cresthaven Elementary School,1234 Cresthaven Drive,Silver Spring,MD,20903,NA,20,08,06,07,005,05,SCHOOL,NA,NA,NA,005-010
16,Montgomery,36891,Cannon Road Elementary School,901 Cannon Road,Silver Spring,MD,20904,NA,20,08,06,07,005,05,SCHOOL,NA,NA,NA,005-011
16,Montgomery,36531,Galway Elementary School,12612 Galway Drive,Silver Spring,MD,20904,NA,14,04,06,07,005,05,SCHOOL,NA,NA,NA,005-012
16,Montgomery,37329,White Oak Community Recreation Center,1700 April Lane,Silver Spring,MD,20904,NA,20,08,06,07,005,05,COMMUNITY CENTER,NA,NA,EVC12,005-013
16,Montgomery,36532,JoAnn Leleck Elementary School at Broad Acres,710 Beacon Road,Silver Spring,MD,20903,NA,20,08,06,07,005,05,SCHOOL,NA,NA,NA,005-014
16,Montgomery,37659,Cloverly Elementary School,800 Briggs Chaney RD,Silver Spring,MD,20905,NA,14,08,06,07,005,05,SCHOOL,NA,NA,NA,005-015
16,Montgomery,37837,Stonegate Elementary School,14811 Notley Road,Silver Spring,MD,20905,NA,14,08,06,07,005,05,SCHOOL,NA,NA,NA,005-016
16,Montgomery,36459,Fairland School Center,13313 Old Columbia Pike,Silver Spring,MD,20904,NA,14,08,06,07,005,05,SCHOOL,NA,NA,NA,005-017
16,Montgomery,36460,Burtonsville Elementary School,15516 Old Columbia Pike,Burtonsville,MD,20866,NA,14,04,06,07,005,05,SCHOOL,NA,NA,NA,005-018
16,Montgomery,36461,Benjamin Banneker Middle School,14800 Perrywood Drive,Burtonsville,MD,20866,NA,14,04,06,07,005,05,SCHOOL,NA,NA,NA,005-019
16,Montgomery,36911,East County Community Recreation Center,3310 Gateshead Manor Way,Silver Spring,MD,20904,NA,14,04,06,07,005,05,COMMUNITY CENTER,NA,NA,NA,005-021
16,Montgomery,36530,Springbrook High School,201 Valley Brook Drive,Silver Spring,MD,20904,NA,20,08,06,07,005,05,SCHOOL,NA,NA,NA,005-022
16,Montgomery,37160,Marilyn J. Praisner Community Rec Center,14906 Old Columbia Pike,Burtonsville,MD,20866,NA,14,04,06,07,005,05,COMMUNITY CENTER,NA,NA,EVC-4,005-023
16,Montgomery,36447,Jones Lane Elementary School,15110 Jones Lane,Gaithersburg,MD,20878,NA,15,08,06,07,002,06,SCHOOL,NA,NA,NA,006-001
16,Montgomery,36448,Ss. Peter & Paul Orthodox Church,10620 River Road,Potomac,MD,20854,NA,15,08,06,07,001,06,CHURCH,NA,NA,NA,006-002
16,Montgomery,36449,Ridgeview Middle School,16600 Raven Rock Drive,Gaithersburg,MD,20878,NA,39,06,06,07,003,06,SCHOOL,NA,NA,NA,006-003
16,Montgomery,37829,Dufief Elementary School,15001 Dufief Road,Gaithersburg,MD,20878,NA,15,08,06,07,002,06,SCHOOL,NA,NA,NA,006-004
16,Montgomery,36450,Quince Orchard High School,15800 Quince Orchard Road,Gaithersburg,MD,20878,NA,15,08,06,07,002,06,SCHOOL,NA,NA,NA,006-005
16,Montgomery,37223,Travilah Elementary School,13801 DuFief Mill Road,North Potomac,MD,20878,NA,15,08,06,07,002,06,SCHOOL,NA,NA,NA,006-006
16,Montgomery,36963,Spark M. Matsunaga Elementary School,13902 Bromfield Road,Germantown,MD,20874,NA,39,06,06,07,002,06,SCHOOL,NA,NA,NA,006-007
16,Montgomery,37670,Nancy Dacek Community Recreation Center,13850 Travilah Road,Rockville,MD,20850,NA,15,08,06,07,002,06,COMMUNITY CENTER,NA,NA,EVC13,006-008
16,Montgomery,37330,Darnestown Elementary School,15030 Turkey Foot Road,Gaithersburg,MD,20878,NA,15,08,06,07,002,06,SCHOOL,NA,NA,NA,006-009
16,Montgomery,36683,Great Seneca Creek Elementary School,13010 Dairymaid Drive,Germantown,MD,20874,NA,39,06,06,07,002,06,SCHOOL,NA,NA,NA,006-010
16,Montgomery,37212,Northwest High School,13501 Richter Farm Road,Germantown,MD,20874,NA,15,06,06,07,002,06,SCHOOL,NA,NA,NA,006-011
16,Montgomery,37235,Quince Orchard Library -,15831 Quince Orchard Road,Gaithersburg,MD,20878,NA,15,08,06,07,002,06,LIBRARY,NA,NA,NA,006-013
16,Montgomery,37680,Stone Mill Elementary School,14323 Stonebridge View DR,North Potomac,MD,20878,NA,15,08,06,07,002,06,SCHOOL,NA,NA,NA,006-014
16,Montgomery,37212,Northwest High School,13501 Richter Farm Road,Germantown,MD,20874,NA,15,06,06,07,002,06,SCHOOL,NA,NA,NA,006-015
16,Montgomery,36449,Ridgeview Middle School,16600 Raven Rock Drive,Gaithersburg,MD,20878,NA,39,08,06,07,003,06,SCHOOL,NA,NA,NA,006-017
16,Montgomery,37024,Bethesda-Chevy Chase High School,4301 East-West Highway,Bethesda,MD,20814,NA,18,08,06,07,001,07,SCHOOL,NA,NA,NA,007-001
16,Montgomery,36500,Chevy Chase Village Hall,5906 Connecticut Avenue,Chevy Chase,MD,20815,NA,18,08,06,07,001,07,COMMUNITY CENTER,NA,NA,NA,007-002
16,Montgomery,37213,Clara Barton Community Center,7425 MacArthur Boulevard,Cabin John,MD,20818,NA,16,08,06,07,001,07,COMMUNITY CENTER,NA,NA,NA,007-003
16,Montgomery,36476,Bethesda Elementary School,7600 Arlington Road,Bethesda,MD,20814,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-004
16,Montgomery,36501,Meadowbrook Local Park,7901 Meadowbrook Lane,Chevy Chase,MD,20815,NA,18,08,06,07,001,07,OTHER,NA,NA,NA,007-005
16,Montgomery,36892,Chevy Chase Elementary School,4015 Rosemary Street,Chevy Chase,MD,20815,NA,18,08,06,07,001,07,SCHOOL,NA,NA,NA,007-006
16,Montgomery,36477,Westbrook Elementary School,5110 Allan Terrace,Bethesda,MD,20816,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-007
16,Montgomery,37024,Bethesda-Chevy Chase High School,4301 East-West Highway,Bethesda,MD,20814,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-008
16,Montgomery,36478,Lynbrook School Center,8001 Lynbrook Drive,Bethesda,MD,20814,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-009
16,Montgomery,37214,St. Jane Frances de Chantal Catholic Church,9601 Old Georgetown Road,Bethesda,MD,20814,NA,16,08,06,07,001,07,CHURCH,NA,NA,NA,007-010
16,Montgomery,37161,Somerset Elementary School,5811 Warwick Place,Chevy Chase,MD,20815,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-011
16,Montgomery,37215,Connie Morella Bethesda Library,7400 Arlington Road,Bethesda,MD,20814,NA,16,08,06,07,001,07,OTHER,NA,NA,NA,007-012
16,Montgomery,36479,Westland Middle School,5511 Massachusetts Avenue,Bethesda,MD,20816,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-013
16,Montgomery,36480,Thomas W. Pyle Middle School,6311 Wilson Lane,Bethesda,MD,20817,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-015
16,Montgomery,36502,North Chevy Chase Elementary School,3700 Jones Bridge Road,Chevy Chase,MD,20815,NA,18,08,06,07,004,07,SCHOOL,NA,NA,NA,007-016
16,Montgomery,36481,Washington Waldorf School,4800 Sangamore Road,Bethesda,MD,20816,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-018
16,Montgomery,37672,North Bethesda Middle School,8935 Bradmoor DR,Bethesda,MD,20817,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-019
16,Montgomery,37656,Ashburton Elementary School,6314 Lone Oak DR,Bethesda,MD,20817,NA,16,08,06,07,004,07,SCHOOL,NA,NA,NA,007-020
16,Montgomery,36995,Chevy Chase United Methodist Church,7001 Connecticut Avenue,Chevy Chase,MD,20815,NA,18,08,06,07,001,07,CHURCH,NA,NA,NA,007-021
16,Montgomery,36482,Bannockburn Elementary School,6520 Dalroy Lane,Bethesda,MD,20817,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-022
16,Montgomery,36483,Walt Whitman High School,7100 Whittier Boulevard,Bethesda,MD,20817,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-023
16,Montgomery,36484,Little Flower School Hall,5601 Massachusetts Avenue,Bethesda,MD,20816,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-024
16,Montgomery,36485,Grosvenor School Center,5701 Grosvenor Lane,Bethesda,MD,20814,NA,16,08,06,07,004,07,SCHOOL,NA,NA,NA,007-025
16,Montgomery,36486,Friendship Heights Village Center,4433 S. Park Avenue,Chevy Chase,MD,20815,NA,16,08,06,07,001,07,COMMUNITY CENTER,NA,NA,NA,007-026
16,Montgomery,37216,St. Dunstan's Episcopal Church,5450 Massachusetts Avenue,Bethesda,MD,20816,NA,16,08,06,07,001,07,CHURCH,NA,NA,NA,007-027
16,Montgomery,37303,Bradley Hills Elementary School,8701 Hartsdale Avenue,Bethesda,MD,20817,NA,16,08,06,07,001,07,SCHOOL,NA,NA,NA,007-028
16,Montgomery,36487,The Promenade Party Room,5225 Pooks Hill Road,Bethesda,MD,20814,NA,16,08,06,07,001,07,OTHER,NA,NA,NA,007-031
16,Montgomery,36503,Chevy Chase Library,8005 Connecticut Avenue,Chevy Chase,MD,20815,NA,18,08,06,07,001,07,OTHER,NA,NA,NA,007-032
16,Montgomery,37674,Olney Elementary School,3401 Queen Mary DR,Olney,MD,20832,NA,14,08,06,07,007,08,SCHOOL,NA,NA,NA,008-001
16,Montgomery,37667,Longwood Community Recreation Center,19300 Georgia Avenue,Brookeville,MD,20833,NA,14,08,06,07,007,08,COMMUNITY CENTER,NA,NA,NA,008-002
16,Montgomery,36513,Flower Valley Elementary School,4615 Sunflower Drive,Rockville,MD,20853,NA,19,08,06,07,006,08,SCHOOL,NA,NA,NA,008-003
16,Montgomery,36514,Sequoyah Elementary School,17301 Bowie Mill Road,Derwood,MD,20855,NA,19,08,06,07,007,08,SCHOOL,NA,NA,NA,008-004
16,Montgomery,36462,Belmont Elementary School,19528 Olney Mill Road,Olney,MD,20832,NA,14,08,06,07,007,08,SCHOOL,NA,NA,NA,008-005
16,Montgomery,36463,Sherwood High School,300 Olney-Sandy Spring Road,Sandy Spring,MD,20860,NA,14,08,06,07,007,08,SCHOOL,NA,NA,NA,008-006
16,Montgomery,37676,Ross Boddy Neighborhood Recreation Center,18529 Brooke Road,Sandy Spring,MD,20860,NA,14,08,06,07,007,08,COMMUNITY CENTER,NA,NA,NA,008-007
16,Montgomery,36515,Col. Zadok Magruder High School,5939 Muncaster Mill Road,Rockville,MD,20855,NA,19,08,06,07,007,08,SCHOOL,NA,NA,NA,008-008
16,Montgomery,36464,Cashell Elementary School,17101 Cashell Road,Rockville,MD,20853,NA,14,08,06,07,007,08,SCHOOL,NA,NA,NA,008-009
16,Montgomery,36912,William H. Farquhar Middle School,17017 Batchellors Forest Road,Olney,MD,20832,NA,14,08,06,07,007,08,SCHOOL,NA,NA,NA,008-010
16,Montgomery,36831,Brooke Grove Elementary School,2700 Spartan Road,Olney,MD,20832,NA,14,08,06,07,007,08,SCHOOL,NA,NA,NA,008-011
16,Montgomery,37162,Rosa M. Parks Middle School,19200 Olney Mill Road,Olney,MD,20832,NA,14,08,06,07,007,08,SCHOOL,NA,NA,NA,008-012
16,Montgomery,37831,Greenwood Elementary School,3336 Gold Mine Road,Rockville,MD,20833,NA,14,08,06,07,007,08,SCHOOL,NA,NA,NA,008-016
16,Montgomery,36463,Sherwood High School,300 Olney-Sandy Spring Road,Sandy Spring,MD,20860,NA,14,04,06,07,007,08,SCHOOL,NA,NA,NA,008-017
16,Montgomery,36465,Sherwood Elementary School,1401 Olney Sandy Spring Road,Sandy Spring,MD,20860,NA,14,08,06,07,007,08,SCHOOL,NA,NA,NA,008-018
16,Montgomery,37304,Gaithersburg Elementary School,35 N. Summit Avenue,Gaithersburg,MD,20877,NA,17,06,06,07,003,09,SCHOOL,NA,NA,NA,009-001
16,Montgomery,36496,Gaithersburg High School,101 Education Boulevard,Gaithersburg,MD,20877,NA,17,06,06,07,003,09,SCHOOL,NA,NA,NA,009-002
16,Montgomery,37317,Brown Station Elementary School,851 Quince Orchard Boulevard,Gaithersburg,MD,20878,NA,17,06,06,07,003,09,SCHOOL,NA,NA,NA,009-003
16,Montgomery,36996,Mill Creek Towne Elementary School,17700 Park Mill Drive,Rockville,MD,20855,NA,19,08,06,07,007,09,SCHOOL,NA,NA,NA,009-004
16,Montgomery,37163,Montgomery Village Middle School,19300 Watkins Mill Road,Montgomery Village,MD,20886,NA,39,06,06,07,007,09,SCHOOL,NA,NA,NA,009-005
16,Montgomery,36497,Fields Road Elementary School,One School Drive,Gaithersburg,MD,20878,NA,17,06,06,07,003,09,SCHOOL,NA,NA,NA,009-006
16,Montgomery,37836,South Lake Elementary School,18201 Contour Road,Gaithersburg,MD,20877,NA,39,06,06,07,007,09,SCHOOL,NA,NA,NA,009-007
16,Montgomery,36467,Seneca Valley High School,19401 Crystal Rock Drive,Germantown,MD,20874,NA,39,06,06,07,002,09,SCHOOL,NA,NA,NA,009-008
16,Montgomery,37681,Whetstone Elementary School,19201 Thomas Farm RD,Gaithersburg,MD,20879,NA,39,08,06,07,007,09,SCHOOL,NA,NA,NA,009-009
16,Montgomery,36516,Washington Grove Elementary School,8712 Oakmont Street,Gaithersburg,MD,20877,NA,19,06,06,07,003,09,SCHOOL,NA,NA,NA,009-010
16,Montgomery,36468,Stedwick Elementary School,10631 Stedwick Road,Montgomery Village,MD,20886,NA,39,06,06,07,007,09,SCHOOL,NA,NA,NA,009-011
16,Montgomery,36469,Watkins Mill High School,10301 Apple Ridge Road,Gaithersburg,MD,20879,NA,39,06,06,07,007,09,SCHOOL,NA,NA,NA,009-012
16,Montgomery,37828,Diamond Elementary School,4 Marquis Drive,Gaithersburg,MD,20878,NA,17,06,06,07,003,09,SCHOOL,NA,NA,NA,009-013
16,Montgomery,37671,Neighborhood  Church (Derwood Alliance),16501 Redland Road,Rockville,MD,20855,NA,19,08,06,07,007,09,CHURCH,NA,NA,NA,009-014
16,Montgomery,37838,Watkins Mill Elementary School,19001 Watkins Mill Road,Montgomery Village,MD,20886,NA,17,06,06,07,003,09,SCHOOL,NA,NA,NA,009-015
16,Montgomery,36498,WSSC Gaithersburg Depot,111 W. Diamond Avenue,Gaithersburg,MD,20877,NA,17,06,06,07,003,09,OTHER,NA,NA,NA,009-016
16,Montgomery,36470,Fox Chapel Elementary School,19315 Archdale Road,Germantown,MD,20876,NA,39,06,06,07,002,09,SCHOOL,NA,NA,NA,009-018
16,Montgomery,36499,Gaithersburg Middle School,2 Teachers Way,Gaithersburg,MD,20877,NA,39,06,06,07,003,09,SCHOOL,NA,NA,NA,009-020
16,Montgomery,37164,Forest Oak Middle School,651 Saybrooke Oaks Boulevard,Gaithersburg,MD,20877,NA,39,08,06,07,007,09,SCHOOL,NA,NA,NA,009-021
16,Montgomery,36471,Strawberry Knoll Elementary School,18820 Strawberry Knoll Road,Gaithersburg,MD,20879,NA,39,08,06,07,007,09,SCHOOL,NA,NA,NA,009-022
16,Montgomery,36913,St. Rose of Lima Parish,11701 Clopper Road,Gaithersburg,MD,20878,NA,39,06,06,07,003,09,CHURCH,NA,NA,NA,009-024
16,Montgomery,37026,Dr. Sally K. Ride Elementary School,21301 Seneca Crossing Drive,Germantown,MD,20876,NA,39,06,06,07,002,09,SCHOOL,NA,NA,NA,009-025
16,Montgomery,36472,Clopper Mill Elementary School,18501 Cinnamon Drive,Germantown,MD,20874,NA,39,06,06,07,002,09,SCHOOL,NA,NA,NA,009-026
16,Montgomery,36684,Rachel Carson Elementary School,100 Tschiffely Square Road,Gaithersburg,MD,20878,NA,17,06,06,07,003,09,SCHOOL,NA,NA,NA,009-027
16,Montgomery,36685,Asbury 417 Community Building,417 Russell Avenue,Gaithersburg,MD,20877,NA,17,06,06,07,003,09,COMMUNITY CENTER,NA,NA,NA,009-028
16,Montgomery,36689,Roberto Clemente Middle School,18808 Waring Station Road,Germantown,MD,20874,NA,39,06,06,07,002,09,SCHOOL,NA,NA,NA,009-029
16,Montgomery,36964,"Capt. James E. Daly, Jr. Elementary School",20301 Brandermill Drive,Germantown,MD,20876,NA,39,06,06,07,002,09,SCHOOL,NA,NA,NA,009-030
16,Montgomery,36965,Rosemont Elementary School,16400 Alden Avenue,Gaithersburg,MD,20877,NA,17,08,06,07,003,09,SCHOOL,NA,NA,NA,009-031
16,Montgomery,37302,Washington Grove Town Hall,300 Grove Avenue,Washington Grove,MD,20880,NA,39,08,06,07,003,09,OTHER,NA,NA,NA,009-032
16,Montgomery,37236,Summit Hall Elementary School,101 West Deer Park Road,Gaithersburg,MD,20877,NA,15,08,06,07,003,09,SCHOOL,NA,NA,NA,009-033
16,Montgomery,36966,Neelsville Middle School,11700 Neelsville Church Road,Germantown,MD,20876,NA,39,06,06,07,002,09,SCHOOL,NA,NA,NA,009-034
16,Montgomery,37165,Lakelands Park Middle School,1200 Main Street,Gaithersburg,MD,20878,NA,17,06,06,07,003,09,SCHOOL,NA,NA,NA,009-035
16,Montgomery,37166,Shady Grove Middle School,8100 Midcounty Highway,Gaithersburg,MD,20877,NA,19,08,06,07,007,09,SCHOOL,NA,NA,NA,009-036
16,Montgomery,37167,Flower Hill Elementary School,18425 Flower Hill Way,Gaithersburg,MD,20879,NA,19,08,06,07,007,09,SCHOOL,NA,NA,NA,009-037
16,Montgomery,37302,Washington Grove Town Hall,300 Grove Avenue,Washington Grove,MD,20880,NA,39,08,06,07,003,09,OTHER,NA,NA,NA,009-038
16,Montgomery,37167,Flower Hill Elementary School,18425 Flower Hill Way,Gaithersburg,MD,20879,NA,19,06,06,07,003,09,SCHOOL,NA,NA,NA,009-039
16,Montgomery,37365,Izaak Walton League of America,707 Conservation Lane,Gaithersburg,MD,20878,NA,17,06,06,07,003,09,OTHER,NA,NA,NA,009-040
16,Montgomery,37366,Germantown Elementary School,19110 Liberty Mill Road,Germantown,MD,20874,NA,39,06,06,07,002,09,SCHOOL,NA,NA,NA,009-041
16,Montgomery,36469,Watkins Mill High School,10301 Apple Ridge Road,Gaithersburg,MD,20879,NA,39,08,06,07,007,09,SCHOOL,NA,NA,NA,009-042
16,Montgomery,36516,Washington Grove Elementary School,8712 Oakmont Street,Gaithersburg,MD,20877,NA,19,08,06,07,003,09,SCHOOL,NA,NA,NA,009-043
16,Montgomery,37236,Summit Hall Elementary School,101 West Deer Park Road,Gaithersburg,MD,20877,NA,15,06,06,07,003,09,SCHOOL,NA,NA,NA,009-044
16,Montgomery,37302,Washington Grove Town Hall,300 Grove Avenue,Washington Grove,MD,20880,NA,39,08,06,07,003,09,OTHER,NA,NA,NA,009-045
16,Montgomery,37163,Montgomery Village Middle School,19300 Watkins Mill Road,Montgomery Village,MD,20886,NA,39,08,06,07,007,09,SCHOOL,NA,NA,NA,009-046
16,Montgomery,37167,Flower Hill Elementary School,18425 Flower Hill Way,Gaithersburg,MD,20879,NA,39,08,06,07,007,09,SCHOOL,NA,NA,NA,009-047
16,Montgomery,37289,Potomac United Methodist Church,9908 S. Glen Road,Potomac,MD,20854,NA,15,08,06,07,001,10,CHURCH,NA,NA,NA,010-001
16,Montgomery,37675,Potomac Elementary School,10311 River Road,Potomac,MD,20854,NA,16,08,06,07,001,10,SCHOOL,NA,NA,NA,010-002
16,Montgomery,37290,Seven Locks Elementary School,9500 Seven Locks Road,Bethesda,MD,20817,NA,16,08,06,07,001,10,SCHOOL,NA,NA,NA,010-003
16,Montgomery,37291,Cabin John Middle School,10701 Gainsborough Road,Potomac,MD,20854,NA,15,08,06,07,001,10,SCHOOL,NA,NA,NA,010-004
16,Montgomery,37305,Herbert Hoover Middle School,8810 Postoak Road,Potomac,MD,20854,NA,15,08,06,07,001,10,SCHOOL,NA,NA,NA,010-005
16,Montgomery,37395,Wayside Elementary School,10011 Glen Road,Potomac,MD,20854,NA,15,08,06,07,001,10,SCHOOL,NA,NA,NA,010-006
16,Montgomery,36455,Carderock Springs Elementary School,7401 Persimmon Tree Lane,Bethesda,MD,20817,NA,16,08,06,07,001,10,SCHOOL,NA,NA,NA,010-007
16,Montgomery,36451,Our Lady of Mercy School,9222 Kentsdale Drive,Potomac,MD,20854,NA,16,08,06,07,001,10,SCHOOL,NA,NA,NA,010-009
16,Montgomery,36456,River Falls Swim Club,7915 Horseshoe Lane,Potomac,MD,20854,NA,16,08,06,07,001,10,OTHER,NA,NA,NA,010-010
16,Montgomery,36938,Pauline Betz Addie Tennis Center,7801 Democracy Boulevard,Bethesda,MD,20817,NA,15,08,06,07,001,10,OTHER,NA,NA,NA,010-011
16,Montgomery,37276,Bells Mill Elementary School,8225 Bells Mill Road,Potomac,MD,20854,NA,15,08,06,07,001,10,SCHOOL,NA,NA,NA,010-012
16,Montgomery,36473,Potomac Community Rec Center,11315 Falls Road,Potomac,MD,20854,NA,15,08,06,07,001,10,COMMUNITY CENTER,NA,NA,EVC10,010-013
16,Montgomery,36452,Monocacy Elementary School,18801 Barnesville Road,Dickerson,MD,20842,NA,15,06,06,07,002,11,SCHOOL,NA,NA,NA,011-000
16,Montgomery,37827,Damascus Elementary School,10201 Bethesda Church Road,Damascus,MD,20872,NA,14,06,06,07,007,12,SCHOOL,NA,NA,NA,012-001
16,Montgomery,36453,John T. Baker Middle School,25400 Oak Drive,Damascus,MD,20872,09A,09,06,06,07,007,12,SCHOOL,NA,NA,NA,012-002
16,Montgomery,36454,Woodfield Elementary School,24200 Woodfield Road,Gaithersburg,MD,20882,NA,14,06,06,07,007,12,SCHOOL,NA,NA,NA,012-003
16,Montgomery,37666,Lois P. Rockwell Elementary School,24555 Cutsail Drive,Damascus,MD,20871,NA,14,06,06,07,007,12,SCHOOL,NA,NA,NA,012-004
16,Montgomery,37168,Damascus High School,25921 Ridge Road,Damascus,MD,20872,09A,09,06,06,07,007,12,SCHOOL,NA,NA,NA,012-005
16,Montgomery,36441,Laytonsville Elementary School,21401 Laytonsville Road,Gaithersburg,MD,20882,NA,14,08,06,07,007,12,SCHOOL,NA,NA,NA,012-006
16,Montgomery,36517,Georgian Forest Elementary School,3100 Regina Drive,Silver Spring,MD,20906,NA,19,08,06,07,006,13,SCHOOL,NA,NA,NA,013-001
16,Montgomery,36518,John F. Kennedy High School,1901 Randolph Road,Silver Spring,MD,20902,NA,19,08,06,07,006,13,SCHOOL,NA,NA,NA,013-002
16,Montgomery,37677,Silver Creek Middle School,3701 Saul RD,Kensington,MD,20895,NA,18,08,06,07,004,13,SCHOOL,NA,NA,NA,013-003
16,Montgomery,36533,Takoma Park Elementary School,7511 Holly Avenue,Takoma Park,MD,20912,NA,20,08,06,07,004,13,SCHOOL,NA,NA,NA,013-004
16,Montgomery,37346,Silver Spring Civic Building,1 Veterans Place,Silver Spring,MD,20910,NA,20,08,06,07,004,13,OTHER,NA,NA,EVC-5,013-005
16,Montgomery,36534,Piney Branch Elementary School,7510 Maple Avenue,Takoma Park,MD,20912,NA,20,08,06,07,004,13,SCHOOL,NA,NA,NA,013-006
16,Montgomery,37663,Imaam Center,9100 Georgia Avenue,Silver Spring,MD,20910,NA,18,08,06,07,004,13,OTHER,NA,NA,NA,013-007
16,Montgomery,36997,East Silver Spring Elementary School,631 Silver Spring Avenue,Silver Spring,MD,20910,NA,20,08,06,07,004,13,SCHOOL,NA,NA,NA,013-008
16,Montgomery,37346,Silver Spring Civic Building,1 Veterans Place,Silver Spring,MD,20910,NA,20,08,06,07,004,13,OTHER,NA,NA,EVC-5,013-010
16,Montgomery,36519,Forest Knolls Elementary School,10830 Eastwood Avenue,Silver Spring,MD,20901,NA,19,08,06,07,005,13,SCHOOL,NA,NA,NA,013-011
16,Montgomery,36535,Highland View Elementary School,9010 Providence Avenue,Silver Spring,MD,20901,NA,20,08,06,07,004,13,SCHOOL,NA,NA,NA,013-013
16,Montgomery,37217,St. Luke Lutheran Church,9100 Colesville Road,Silver Spring,MD,20910,NA,20,08,06,07,004,13,CHURCH,NA,NA,NA,013-014
16,Montgomery,36536,Eastern Middle School,300 University Boulevard East,Silver Spring,MD,20901,NA,20,08,06,07,004,13,SCHOOL,NA,NA,NA,013-015
16,Montgomery,36504,Rosemary Hills Elementary School,2111 Porter Road,Silver Spring,MD,20910,NA,18,08,06,07,004,13,SCHOOL,NA,NA,NA,013-016
16,Montgomery,37169,Oak View Elementary School,400 East Wayne Avenue,Silver Spring,MD,20901,NA,20,08,06,07,004,13,SCHOOL,NA,NA,NA,013-018
16,Montgomery,37025,Margaret Schweinhaut Senior Center,1000 Forest Glen Road,Silver Spring,MD,20901,NA,20,08,06,07,005,13,COMMUNITY CENTER,NA,NA,NA,013-019
16,Montgomery,37833,Odessa Shannon Middle School,11800 Monticello Avenue,Silver Spring,MD,20902,NA,19,08,06,07,006,13,SCHOOL,NA,NA,NA,013-020
16,Montgomery,36537,Takoma Park Middle School,7611 Piney Branch Road,Silver Spring,MD,20910,NA,20,08,06,07,004,13,SCHOOL,NA,NA,NA,013-021
16,Montgomery,36538,Rolling Terrace Elementary School,705 Bayfield Street,Takoma Park,MD,20912,NA,20,08,06,07,004,13,SCHOOL,NA,NA,NA,013-022
